CIN,LLPIN,Entity Status,Date of Incorporation,Paid-up Capital,PAN,GSTIN,GSTR Variance %,ITC Availed,Audited Net Income,Inventory,Accounts Receivable,EBITDA,Long-Term Debt,Cheque Bounces,NACH Returns,OD Utilization,NACH Obligation %,CMR Rank,Asset Classification,Wilful Defaulter,Capacity Utilization,Machinery Status,Promoter Experience,Contingent Liabilities,Auditor Qualifications,Shareholding Pledge,Risk Premium,Target_Decision
U43144DL1996PTC865862,AAA-9230,Active,2018-04-19,51142432,NFUIA0393F,27GVPEC8675N1Z5,11.23,9205637.76,2717146,4664974,114360825,445683,50339094,1,2,68%,61%,7,SMA-1,False,84%,Dilapidated,11,6821019,Clean,26%,4.48%,2
U39465GJ2003PTC605825,AAA-9206,Active,2017-12-01,56981797,HUHIB8820M,27XRDZO7394B1Z5,9.27,10256723.46,1815075,2059032,12386559,688004,74629225,4,4,87%,58%,10,NPA,True,76%,Dilapidated,19,5062103,Adverse,18%,2.36%,0
U80896TN2014PTC890532,AAA-7769,Dormant,2015-03-23,92772852,RCZFF1756H,27UIHGP9929F1Z5,8.53,16699113.36,3834665,4521289,58739433,1699902,75442756,1,2,70%,19%,5,SMA-1,False,47%,Modern,4,9323683,Clean,37%,2.35%,2
L33242KA2003PTC596210,AAA-7607,Struck Off,1999-08-22,37639729,NFVBQ1724K,27LFZCE4290P1Z5,0.08,6775151.22,28429276,3915912,51393948,18160736,61905701,1,1,38%,23%,3,Standard,False,43%,Modern,23,6908542,Clean,1%,5.42%,1
U63329MH2006PTC232567,AAA-6034,Active,2016-03-05,29252939,KJRWY9454O,27WRAJK2626V1Z5,7.82,5265529.02,20608247,4359317,56111805,717229,38286105,0,0,40%,23%,1,Standard,False,94%,Modern,36,4458783,Clean,45%,2.4%,1
U85025KA2001PTC363954,AAA-4119,Active,1998-08-01,45017972,OJATI5139I,27DVCBR6536Y1Z5,2.56,8103234.96,26834288,591247,247960128,17979663,68248478,1,1,32%,66%,2,Standard,False,85%,Modern,9,8989422,Clean,9%,5.23%,1
L07411DL2011PTC322426,AAA-8222,Active,2007-03-23,26408216,FXEIR5203E,27XNPWE0111H1Z5,6.32,4753478.88,4477259,4882989,335951275,712052,50772881,4,2,104%,55%,10,SMA-2,True,65%,Legacy,22,3509485,Adverse,12%,4.86%,0
L41940MH2019PTC846954,AAA-6733,Active,2008-06-25,35411864,BCSPZ7981A,27JTBXC1212Z1Z5,8.33,6374135.52,6692512,1087397,229388912,9914214,32374995,7,4,109%,20%,10,NPA,False,42%,Modern,19,6658942,Qualified,37%,2.06%,0
U44225DL2001PTC408490,AAA-2241,Active,2018-03-19,25496828,FAYGO8903E,27RDAIN1305W1Z5,6.1,4589429.04,3276912,356579,65439824,18308031,21818803,0,1,53%,55%,1,Standard,False,61%,Dilapidated,26,2452083,Clean,38%,4.25%,1
U79227DL2009PTC544623,AAA-6441,Active,1996-03-13,48533453,PBHAN0001E,27EPNAM9718J1Z5,0.18,8736021.54,48810929,483621,222884861,16747189,48043234,0,1,20%,29%,2,Standard,False,52%,Modern,14,2575431,Clean,30%,4.56%,1
U89275GJ1998PTC441979,AAA-5855,Active,2017-01-11,11985425,ZJVOM3004X,27JVGNG5587V1Z5,4.23,2157376.5,25373796,3465603,108636705,19597959,8755715,1,0,36%,14%,2,Standard,False,69%,Legacy,25,1465781,Clean,20%,0.56%,1
U46456DL2020PTC698891,AAA-6044,Active,1998-06-23,5741061,MNNGZ8587P,27HOBBD6388T1Z5,0.4,1033390.98,20686003,2398673,38693005,1978858,8924086,0,1,16%,20%,1,Standard,False,84%,Legacy,31,127914,Clean,4%,2.3%,1
U81955GJ2013PTC588795,AAA-4147,Active,2021-07-01,49559930,OVTON7140Q,27CRAIH2191Z1Z5,7.28,8920787.4,1867588,4542611,32410469,1036999,2318189,1,1,70%,49%,5,SMA-1,False,58%,Legacy,20,7786680,Clean,44%,3.31%,2
U71480DL1993PTC142624,AAA-5937,Active,2022-01-14,18808889,XEGBO6744O,27HTTJF8820D1Z5,1.76,3385600.02,41935981,18136,110310950,2535149,38331812,1,1,53%,55%,2,Standard,False,70%,Modern,11,1061202,Clean,16%,4.2%,1
L82343GJ1996PTC334011,AAA-2408,Active,2011-10-25,3957854,BZXYM0618P,27HPKWC5501S1Z5,7.77,712413.72,3769468,497770,71387408,1354905,6866420,2,1,64%,64%,5,SMA-2,False,82%,Legacy,20,620518,Clean,43%,4.0%,2
U22552KA2013PTC776176,AAA-7182,Active,2024-09-14,36310249,JJIVM4940M,27ILDUX2345Q1Z5,5.46,6535844.82,29492577,3322780,157662508,4482220,76345119,0,0,41%,43%,1,Standard,False,83%,Legacy,28,6663635,Clean,14%,2.41%,1
U42245DL2017PTC369225,AAA-3951,Active,2021-08-28,39969058,ZIZSU4409N,27GYYGC9567E1Z5,9.73,7194430.44,2403273,2946479,404305852,1954069,26101469,6,3,98%,74%,8,NPA,True,79%,Modern,22,2569426,Adverse,15%,4.08%,0
L23960TN2011PTC829022,AAA-2509,Active,2004-11-19,19043819,TVGOY2514U,27RNXNY5996K1Z5,5.05,3427887.42,30207427,2036954,355410630,8343166,29331623,6,5,98%,10%,10,NPA,True,95%,Dilapidated,11,2425804,Adverse,2%,2.06%,0
U80272GJ2017PTC931499,AAA-7305,Active,2024-05-31,40925541,JFLXX8751W,27GHKEM0235K1Z5,6.94,7366597.38,49646164,710502,6546281,13965471,40911377,0,1,57%,68%,3,Standard,False,47%,Dilapidated,40,8135899,Clean,24%,4.6%,1
U21479TN2003PTC952504,AAA-4234,Active,2005-06-06,56362129,NPGGD3459K,27TTHKG3183V1Z5,9.48,10145183.22,1471316,3962159,117899518,1348878,43652262,3,2,85%,14%,6,SMA-1,False,95%,Dilapidated,32,10458113,Clean,21%,3.21%,2
U61208MH2004PTC996560,AAA-1116,Active,2017-11-07,671664,JUQVA8062J,27VXAYY1076A1Z5,3.74,120899.52,1364824,2700959,117468686,1037249,30956389,2,3,89%,43%,6,SMA-2,False,83%,Dilapidated,27,112006,Qualified,31%,2.92%,2
U35711KA2001PTC064028,AAA-7703,Active,2005-06-29,65537238,AQFSV8732O,27WKHAX9659V1Z5,5.13,11796702.84,4647861,617982,218376164,2258479,28845548,3,2,88%,29%,9,SMA-2,True,83%,Legacy,37,11552220,Adverse,38%,1.15%,0
U71855KA2009PTC123202,AAA-2970,Active,2019-11-17,11901687,XFMQG2567K,27HTPRA7577Q1Z5,10.53,2142303.66,936304,2990893,289438282,1074086,27849692,5,3,104%,12%,10,NPA,False,60%,Modern,15,154241,Adverse,43%,4.87%,0
L17163DL2006PTC549685,AAA-5142,Active,2018-01-29,27653609,DLUSO0545A,27LDJXD5677K1Z5,10.62,4977649.62,2896442,1399900,14161912,1529462,80797169,2,2,79%,73%,5,SMA-1,False,66%,Legacy,21,5218504,Clean,18%,4.24%,2
U51276KA2000PTC952392,AAA-6423,Active,2003-10-31,83204679,JTQXW2145D,27FVUHS9704N1Z5,9.58,14976842.22,2566450,109660,10837396,318951,31313947,3,1,81%,46%,5,SMA-1,False,51%,Modern,39,9250853,Clean,49%,1.52%,2
L29887GJ1991PTC643628,AAA-4488,Dormant,2021-10-05,38949763,CNJFM3120B,27ADKIC8188J1Z5,1.49,7010957.34,4621309,3996544,62202766,870846,45226093,2,1,68%,40%,6,SMA-2,False,66%,Legacy,29,7349299,Clean,15%,0.6%,2
L54452DL1990PTC879325,AAA-4719,Active,2020-05-07,88757322,ZWJCO4571Y,27RNCJP9391V1Z5,5.26,15976317.96,931361,2719146,84263873,313578,33156495,3,2,87%,23%,7,SMA-2,False,58%,Legacy,34,17183372,Qualified,31%,4.15%,2
L90494TN1994PTC978647,AAA-3262,Active,2004-10-31,21095140,ZOCZF4622O,27CONLA5300N1Z5,0.74,3797125.2,15823469,2859166,114620967,4803159,98882631,0,0,14%,45%,1,Standard,False,44%,Legacy,7,2344992,Clean,46%,4.7%,1
U34919KA2013PTC778009,AAA-5399,Active,2024-10-26,35719679,IPJYE5581V,27OQJMI4197S1Z5,11.35,6429542.22,3326897,98530,175382389,55153,88512689,4,3,72%,53%,5,SMA-2,False,45%,Modern,33,4713689,Clean,17%,2.32%,2
U27718GJ2000PTC767133,AAA-6712,Active,2014-07-03,30716151,DMQEH6002Z,27OZIFZ0002U1Z5,0.91,5528907.18,455901,4440535,8290929,1338855,32954376,6,4,97%,15%,10,SMA-2,False,79%,Modern,5,2642106,Adverse,1%,4.97%,0
U44219TN2003PTC004774,AAA-7169,Active,2022-06-11,58043312,QDWDF9598G,27DDFIX2641P1Z5,1.91,10447796.16,48526218,3203768,137001475,13547071,52385358,0,1,57%,18%,1,Standard,False,72%,Legacy,37,5981909,Clean,22%,2.01%,1
L08604KA2022PTC348098,AAA-9330,Active,2017-11-22,18263759,AMYSK8981W,27EKLQR2227N1Z5,2.94,3287476.62,11250024,2884894,190777113,3850537,78620338,0,0,21%,53%,3,Standard,False,68%,Dilapidated,32,2917029,Clean,50%,4.53%,1
U71583GJ2017PTC030307,AAA-3539,Dormant,2023-10-19,11520803,VZGGL5234W,27YBRZV9033A1Z5,4.56,2073744.54,4287091,1574404,106180558,6411667,86028875,1,0,39%,31%,3,Standard,False,55%,Modern,35,1527692,Clean,42%,0.6%,1
L86723TN1996PTC873486,AAA-1162,Active,2009-02-26,23329535,XKAZK5636H,27MXMYZ9968E1Z5,6.74,4199316.3,2297304,1062701,88042005,1530156,7038915,1,3,78%,72%,7,SMA-2,False,45%,Legacy,9,3885867,Clean,32%,5.48%,2
U79392TN1997PTC214034,AAA-4197,Active,2025-10-03,9963722,MLMZA0272V,27FVGJL8898K1Z5,1.11,1793469.96,25906716,4837221,28247204,16015750,44091008,1,1,57%,73%,2,Standard,False,68%,Legacy,20,655730,Clean,16%,3.24%,1
U90759MH2017PTC177146,AAA-1741,Active,2022-03-26,37830761,XUVFB2978Z,27NXMAY5462N1Z5,11.8,6809536.98,2230523,706741,8357963,9579769,9536376,1,0,10%,15%,2,Standard,False,44%,Legacy,27,7431590,Clean,6%,2.16%,1
L61400DL2000PTC619465,AAA-2614,Active,2021-01-14,52579796,POIGZ5376R,27PNIOZ9553M1Z5,11.76,9464363.28,1146214,4064734,25029881,681947,32289668,5,2,85%,14%,9,NPA,False,44%,Dilapidated,31,10358499,Qualified,26%,1.76%,0
U99620TN2003PTC287306,AAA-6997,Active,2005-03-25,31569211,IIGRP7755H,27VYNSG7587A1Z5,6.35,5682457.98,3099936,3733482,5079746,1451937,84126966,2,2,70%,40%,4,SMA-1,False,45%,Legacy,13,2153594,Clean,38%,2.61%,2
L39330DL2008PTC662783,AAA-3193,Active,2025-09-25,15812154,ANLMH9319Q,27LWLYV9462S1Z5,4.35,2846187.72,33563295,3721200,15381362,10269681,32782060,1,1,51%,53%,1,Standard,False,64%,Modern,16,1916087,Clean,14%,3.5%,1
U71344DL2019PTC181948,AAA-1255,Active,2012-05-16,63708556,VBMTX3943C,27WYPPE8157I1Z5,10.09,11467540.08,11747110,3876411,44684754,14105693,93148426,8,2,110%,59%,10,SMA-2,False,92%,Modern,19,3006434,Adverse,9%,1.96%,0
L54161GJ2015PTC568711,AAA-6473,Active,1997-06-27,91111885,USSCR3358J,27EPEDZ3195J1Z5,3.88,16400139.3,403245,2893596,39494462,948137,51591999,4,3,97%,52%,7,SMA-2,False,85%,Modern,35,10881476,Adverse,41%,1.72%,0
L68720DL1997PTC957328,AAA-2409,Active,2000-04-14,3895361,ELSUA4337B,27VTWXO3786W1Z5,11.23,701164.98,3441789,276258,63630110,1343606,77679847,8,5,92%,47%,8,NPA,False,84%,Legacy,35,7148,Adverse,0%,3.28%,0
L10435GJ2017PTC272878,AAA-2775,Active,2019-08-08,11840204,JOGYJ8332Q,27GFZVK2688V1Z5,4.6,2131236.72,2280046,2441001,40236169,632844,56370416,1,3,83%,21%,5,SMA-2,False,90%,Legacy,38,2220091,Clean,21%,0.67%,2
U72437DL2008PTC544714,AAA-4465,Active,2012-10-27,58657710,TGMFJ3699W,27UQCWQ1626N1Z5,8.65,10558387.8,10778343,1899065,112520766,18348957,20459165,0,0,19%,53%,3,Standard,False,58%,Modern,34,6321056,Clean,24%,1.86%,1
L44632MH2024PTC304917,AAA-7312,Active,1997-09-08,12852423,DXCSC9748C,27PTBPV8156B1Z5,10.23,2313436.14,4165510,1566434,167048327,1997254,44692115,2,2,68%,13%,7,SMA-2,False,92%,Modern,34,1991618,Clean,16%,4.16%,2
U39605GJ2001PTC847898,AAA-4660,Active,1998-12-22,37673940,NKECC8505O,27BTBGS9149U1Z5,10.3,6781309.2,4814591,1421104,140073261,1801178,88389587,1,1,84%,38%,4,SMA-2,False,81%,Legacy,39,6592036,Qualified,30%,1.38%,2
L39844MH1997PTC482360,AAA-2926,Active,2002-04-30,65679523,ZBQRJ3877L,27IGODF9970U1Z5,0.87,11822314.14,18075365,3001279,400131745,19023342,61140830,1,1,34%,63%,2,Standard,False,77%,Modern,40,1793400,Clean,50%,4.0%,1
L04095KA2020PTC105808,AAA-9294,Active,1997-11-24,18506494,PXBOE9757O,27LIXJE1246N1Z5,6.84,3331168.92,36093203,1038879,136221011,10015588,76684260,0,0,18%,30%,1,Standard,False,50%,Modern,7,859590,Clean,44%,3.73%,1
U95827MH2019PTC556964,AAA-3042,Active,1997-06-29,79401833,XINEJ6085A,27KIISZ0666K1Z5,5.15,14292329.94,49440430,4137838,137369234,3330893,1637143,1,0,25%,69%,1,Standard,False,42%,Dilapidated,37,7025633,Clean,15%,4.52%,1
U94565DL2012PTC542738,AAA-6164,Active,2011-10-30,77781183,GWAXD9215O,27AWLYV9166M1Z5,11.05,14000612.94,3584292,320958,42492226,1737536,95411599,3,3,63%,41%,5,SMA-2,False,44%,Modern,17,8472820,Clean,39%,5.34%,2
U60650MH2021PTC551188,AAA-3481,Active,1999-09-09,83202623,PMUGQ3518R,27AQHLZ7581E1Z5,0.07,14976472.14,2931763,4560576,170873717,1641325,97436065,3,1,72%,37%,5,SMA-2,False,75%,Modern,27,13652484,Clean,39%,5.49%,2
U60211KA2005PTC999009,AAA-1412,Active,2022-06-20,15089287,JJJMS8057N,27JLDHJ6213P1Z5,3.56,2716071.66,1362633,1980150,175234482,550731,48525892,1,3,70%,45%,6,SMA-2,False,43%,Modern,10,1762110,Clean,46%,0.95%,2
L38943TN2008PTC337514,AAA-1342,Dormant,2003-11-24,20918649,LIFDA6220K,27AHRCO2467H1Z5,6.45,3765356.82,41173561,1693589,7727806,15155046,38232862,1,0,57%,69%,2,Standard,False,91%,Legacy,23,738736,Clean,16%,4.53%,1
U79909KA2003PTC011537,AAA-4198,Active,2022-08-13,55778858,CDTOH6630D,27CIOCY0812N1Z5,7.34,10040194.44,34030181,2274417,98098365,13912931,73667030,4,3,90%,11%,9,NPA,True,72%,Modern,10,794655,Qualified,26%,3.02%,0
L31398DL2008PTC529006,AAA-6480,Active,2002-12-26,8846951,KTJFO3409J,27AAUHT2589M1Z5,1.79,1592451.18,43948563,437240,74012434,12526592,90526189,0,0,13%,42%,3,Standard,False,60%,Dilapidated,32,1172377,Clean,1%,1.8%,1
L16678TN2014PTC416508,AAA-4016,Active,2013-03-26,50857422,BTARE1716X,27NTBUO2047U1Z5,5.24,9154335.96,3422276,73199,235900435,137186,14785669,3,2,81%,17%,6,SMA-2,False,67%,Modern,18,7541282,Qualified,45%,1.44%,2
U50343MH2020PTC244692,AAA-8429,Active,2009-07-04,51455052,UOSFA4964L,27FKDUO0314Q1Z5,9.34,9261909.36,15549091,4858477,2597279,16335512,84410824,1,0,27%,68%,3,Standard,False,60%,Dilapidated,14,3619305,Clean,1%,1.56%,1
L57196MH2013PTC438067,AAA-7678,Active,2002-08-29,49508089,KIWOF2703A,27NBQOD3805B1Z5,2.55,8911456.02,47501766,852667,64136872,5995131,76366551,0,0,36%,48%,2,Standard,False,46%,Legacy,10,8361579,Clean,45%,2.56%,1
L48766GJ2018PTC872109,AAA-1349,Active,2020-02-05,31579034,WIXEF5377Q,27JSOQO6499S1Z5,7.99,5684226.12,290232,4514977,244944451,1373590,98949149,7,5,107%,20%,8,NPA,False,94%,Legacy,24,1043038,Adverse,9%,1.86%,0
U21620TN2018PTC361421,AAA-2834,Active,2019-11-16,21269924,RLPLG6138F,27RQERM5550L1Z5,0.48,3828586.32,14320202,1824137,257247399,17080042,60074824,1,1,47%,15%,3,Standard,False,79%,Modern,28,697684,Clean,42%,4.36%,1
U51435MH1997PTC696168,AAA-7937,Active,2018-01-10,65168081,CZGDH7914Z,27CSTFR7465T1Z5,10.16,11730254.58,31707766,3055878,31174119,10165793,66505509,1,0,27%,14%,3,Standard,False,51%,Modern,38,2653815,Clean,2%,4.73%,1
U25877DL2010PTC994322,AAA-7961,Active,2024-08-15,12066533,HZSBW7700I,27CIIOG8990M1Z5,10.56,2171975.94,38511724,2069469,51966645,18405279,76769982,1,1,25%,29%,2,Standard,False,47%,Legacy,22,409110,Clean,9%,0.56%,1
L82756DL1990PTC801371,AAA-2725,Active,2021-12-27,12449338,HIYQL6794H,27JSPWT9922D1Z5,8.34,2240880.84,4664250,1698342,29716576,564287,46060796,4,2,70%,19%,6,SMA-2,False,68%,Modern,18,951446,Qualified,5%,2.84%,2
L52379GJ2020PTC664063,AAA-9558,Active,2014-10-29,50326557,BMLDM6906M,27WDPOL7463I1Z5,7.26,9058780.26,1963667,203958,152891258,319126,80777853,2,3,60%,58%,7,SMA-2,False,55%,Modern,11,4940890,Clean,2%,2.2%,2
U81455TN1997PTC757615,AAA-4338,Active,2007-02-26,46331383,CTMMU8075G,27DWEAX5247B1Z5,3.81,8339648.94,22010971,676443,2087216,14424746,3865203,0,1,55%,41%,2,Standard,False,56%,Legacy,8,7082510,Clean,40%,1.4%,1
L21394TN2014PTC381017,AAA-3233,Active,2006-05-28,19287530,KNLLR0221V,27WAOQB5171L1Z5,4.24,3471755.4,365893,1665282,285090499,1123682,88455407,4,3,88%,33%,5,SMA-1,False,53%,Legacy,17,3646935,Clean,15%,3.59%,2
U98234KA2024PTC799259,AAA-6931,Active,2019-03-19,27264463,YHKED6024G,27GZHMW2742K1Z5,4.15,4907603.34,782427,4326842,250396065,930936,56794264,4,3,75%,75%,6,SMA-2,False,47%,Legacy,33,1425385,Qualified,4%,0.84%,2
L15821DL2007PTC238201,AAA-8006,Active,1999-11-11,24697343,GVKMX7764L,27WQKHN4826X1Z5,0.41,4445521.74,39370342,4901530,117372468,10426088,26782527,0,1,35%,10%,3,Standard,False,59%,Legacy,12,4802861,Clean,10%,2.67%,1
U87331DL2008PTC547628,AAA-5832,Active,2022-01-20,30517944,ZJFOI4676P,27NEBZG5656P1Z5,8.59,5493229.92,3113377,4848329,72587019,13633551,1644841,1,1,28%,37%,1,Standard,False,46%,Modern,22,3770119,Clean,18%,0.99%,1
L82936MH2013PTC696871,AAA-1922,Active,2002-01-03,65229056,JTLQQ2976G,27PUHIA4990I1Z5,5.88,11741230.08,29814353,2703329,295800246,18681893,46080648,7,5,105%,61%,9,SMA-2,True,56%,Dilapidated,18,1896140,Qualified,0%,3.68%,0
U28824TN2014PTC178544,AAA-4469,Active,2017-10-20,41529372,GSJOK5972H,27AZKNB3550Z1Z5,10.33,7475286.96,33962511,3996213,102003606,8692626,57501021,1,1,57%,54%,3,Standard,False,84%,Legacy,34,1624051,Clean,37%,1.06%,1
L78267TN2006PTC138142,AAA-8606,Active,1999-04-20,42436152,BITAL0256X,27XIFUW1506Q1Z5,10.15,7638507.36,4553603,1018557,259655403,1019490,37837775,7,3,87%,52%,10,NPA,False,67%,Modern,37,3272228,Qualified,22%,4.66%,0
U07659KA1999PTC631582,AAA-1839,Active,2015-10-06,24874849,LTIGK8739D,27KQKLI1349A1Z5,11.28,4477472.82,5450960,4779227,7142173,9289576,95271286,1,0,57%,69%,2,Standard,False,51%,Legacy,34,2501610,Clean,31%,4.36%,1
L89691DL2015PTC641933,AAA-5578,Active,2015-04-14,61421283,SHHFZ3728K,27TMPUM2734X1Z5,9.01,11055830.94,3553661,1862393,81411752,1046559,20879285,8,4,91%,24%,7,SMA-2,False,86%,Legacy,16,9905531,Qualified,4%,2.37%,0
L67310MH2013PTC557130,AAA-1137,Active,1997-02-01,35649396,PWNND6632C,27SQJEE4521G1Z5,5.07,6416891.28,14397134,4823790,120301516,6664915,75971731,0,1,57%,41%,2,Standard,False,64%,Legacy,12,868487,Clean,49%,3.97%,1
U32674KA2018PTC569953,AAA-3898,Active,2022-12-09,15648924,QQGRW2908I,27ROXGJ7185X1Z5,11.84,2816806.32,3195870,2588629,34719231,1684960,67021971,2,1,69%,69%,7,SMA-1,False,67%,Legacy,7,1021783,Clean,4%,1.56%,2
L95334DL1998PTC616883,AAA-3466,Active,2003-05-24,17476255,LTSZO4239J,27HHIVI0744D1Z5,8.83,3145725.9,1899738,1167457,80868143,7553442,70762653,0,0,53%,69%,3,Standard,False,56%,Modern,34,2144227,Clean,18%,3.59%,1
L25394DL2022PTC013773,AAA-5499,Active,2023-01-22,38007526,RVKUH2237I,27UEWUI9363X1Z5,6.09,6841354.68,2568141,595680,60636235,1441295,82778548,7,3,94%,19%,9,SMA-2,False,69%,Dilapidated,37,3083337,Qualified,26%,5.11%,0
U31355GJ2012PTC109319,AAA-1039,Active,2024-10-07,35037192,LHRWB9625Z,27IMODO2554J1Z5,6.4,6306694.56,24251071,4945295,173788456,4481818,55618041,8,4,95%,30%,8,SMA-2,False,80%,Modern,11,5132757,Adverse,33%,2.7%,0
L26858GJ1994PTC675605,AAA-3483,Active,2023-02-08,56381580,HIAHU0142M,27RKXHL6570Y1Z5,10.85,10148684.4,4555734,881002,8551634,1898199,82824768,4,3,105%,20%,7,SMA-2,True,66%,Legacy,6,5003313,Qualified,4%,0.92%,0
U79975MH2024PTC010609,AAA-7972,Active,2018-11-24,53216853,XYCFW1061F,27NFZNC0263P1Z5,2.98,9579033.54,42595919,131253,92139290,7608418,23277580,5,5,87%,36%,8,NPA,True,57%,Dilapidated,33,1835253,Adverse,43%,4.79%,0
L87359MH1998PTC953343,AAA-7196,Active,1998-10-08,48551656,CAVHS8744M,27XFWEK9519G1Z5,2.75,8739298.08,526454,256889,348453799,1043851,5100882,4,3,87%,22%,10,SMA-2,False,78%,Modern,5,853354,Qualified,5%,3.45%,0
U10603DL1991PTC684544,AAA-5137,Active,2012-01-29,48709728,YRIXC2775U,27VGNNM4416A1Z5,11.7,8767751.04,12416402,491746,110035047,4860888,98628558,1,0,37%,55%,1,Standard,False,47%,Legacy,37,8413204,Clean,29%,4.1%,1
L97166GJ1997PTC016566,AAA-8646,Active,2018-03-30,60299579,CRHCJ0193Z,27XABOE3742U1Z5,8.55,10853924.22,3718128,2601717,10914557,397604,98133041,1,3,82%,67%,6,SMA-1,False,79%,Modern,6,5171841,Clean,38%,3.29%,2
U17205TN2018PTC330594,AAA-5677,Active,2019-04-06,91212080,LBPUK6940U,27JIKOP6161W1Z5,8.45,16418174.4,2659414,4153494,188617350,210636,44863358,4,2,87%,20%,6,SMA-2,False,49%,Dilapidated,37,10570292,Clean,48%,5.12%,2
U46388GJ2008PTC498567,AAA-6379,Active,2010-02-15,29063080,LSRJW0987I,27FVGBC7648Q1Z5,7.55,5231354.4,1035659,2413537,21094867,1882622,19656977,4,2,110%,30%,10,NPA,True,52%,Legacy,22,2760062,Adverse,50%,1.48%,0
L82312GJ2017PTC009525,AAA-2917,Active,2014-10-31,7431644,YIJYS7280B,27ZCHIM6112I1Z5,3.91,1337695.92,514913,1233111,210849261,308540,34251410,4,3,98%,31%,8,SMA-2,True,55%,Modern,39,1189514,Adverse,48%,1.15%,0
L44209MH2003PTC127336,AAA-7606,Active,1999-11-03,36427249,KCULV8542V,27QNWON6339S1Z5,11.54,6556904.82,1537668,460813,118670333,645938,25191987,1,1,79%,13%,7,SMA-1,False,95%,Dilapidated,19,5818798,Clean,45%,1.5%,2
L10399GJ2018PTC196806,AAA-1444,Dormant,2001-05-08,45711088,ULTEC1094Y,27KUVDW2837O1Z5,8.37,8227995.84,38411199,972592,147836098,4776514,7824435,0,0,52%,56%,3,Standard,False,48%,Modern,20,6491035,Clean,11%,1.95%,1
L49663GJ2012PTC080910,AAA-2464,Active,2008-05-28,61553947,YPTAA2199F,27WKSJW4378E1Z5,9.69,11079710.46,20795675,2421310,134887436,4856251,42979968,1,0,44%,65%,2,Standard,False,46%,Modern,12,12210101,Clean,37%,4.25%,1
U38113DL2018PTC633702,AAA-5455,Active,2024-03-23,11564506,GONZA9488L,27BOWEV3446B1Z5,7.62,2081611.08,4074952,392944,318412075,1712111,95655903,3,3,90%,57%,5,SMA-1,False,41%,Dilapidated,19,701344,Qualified,37%,2.75%,2
U22834KA2014PTC027521,AAA-1549,Active,2025-02-16,65293027,ZBQOH5782U,27UODSP7109S1Z5,9.21,11752744.86,10127063,1123362,764843,18064491,9503561,1,0,56%,13%,1,Standard,False,81%,Dilapidated,24,11625473,Clean,30%,3.2%,1
U92592GJ2022PTC427172,AAA-3858,Active,2020-03-04,48996927,GUVVN8851W,27IQFNJ0453F1Z5,0.53,8819446.86,610272,961406,77364618,1443203,88773361,4,1,88%,63%,7,SMA-1,False,56%,Dilapidated,7,954352,Clean,32%,1.11%,2
L26430GJ1991PTC908669,AAA-8161,Active,2018-08-15,74038677,KNFKD5521O,27CFHWR5477R1Z5,4.3,13326961.86,3454691,1699834,56070813,1247726,31518835,4,5,90%,19%,8,SMA-2,True,69%,Dilapidated,35,8027759,Adverse,42%,1.38%,0
U41847KA2021PTC199273,AAA-3460,Active,2025-07-18,14541255,CARBV3395P,27QIOIT6174D1Z5,5.15,2617425.9,17985628,2226263,97019334,11965726,23874072,0,1,12%,66%,2,Standard,False,46%,Modern,38,2022458,Clean,5%,4.82%,1
L52446DL1991PTC791800,AAA-1710,Active,2008-04-03,17275605,LEUZU8415A,27YOJUR1213L1Z5,4.45,3109608.9,10536987,2296321,260035075,4216714,66653547,1,0,43%,40%,3,Standard,False,57%,Legacy,17,1783636,Clean,41%,5.05%,1
L01704DL2014PTC963561,AAA-4129,Active,1997-09-30,6268698,JHPWD4451M,27HITRN5417V1Z5,0.16,1128365.64,4454325,1599302,270823999,1113912,54390291,4,2,67%,63%,5,SMA-2,False,53%,Modern,6,435223,Clean,9%,3.75%,2
L99899GJ2021PTC133503,AAA-8471,Active,2004-07-04,52108470,TTPCS6717I,27QAHKV6050O1Z5,5.31,9379524.6,3935629,1706419,2122766,190213,70829649,2,3,70%,61%,7,SMA-1,False,57%,Dilapidated,27,4066466,Clean,18%,1.73%,2
L69041DL2018PTC165043,AAA-7987,Active,2000-11-10,39396997,PSEBO9673W,27FCLPK1975F1Z5,6.18,7091459.46,2992518,4157016,489515183,583168,18544864,7,3,104%,17%,7,NPA,False,89%,Dilapidated,3,4291966,Qualified,17%,1.51%,0
U61103DL2019PTC854029,AAA-8237,Active,2012-07-06,6742582,DLNEM0321J,27XPVSO3103X1Z5,11.02,1213664.76,14794566,4622978,35490248,9953219,57238994,0,0,24%,46%,2,Standard,False,49%,Modern,16,163611,Clean,18%,0.86%,1
L16806GJ2007PTC821115,AAA-4237,Active,2012-05-25,61573976,BCFYL6621X,27POBSV2551Q1Z5,10.27,11083315.68,45485479,1737931,153139920,6106497,55711413,0,0,48%,15%,2,Standard,False,93%,Dilapidated,29,8073141,Clean,5%,4.6%,1
U55240DL2006PTC439532,AAA-1135,Active,1998-02-12,3167345,JGNYZ9277O,27TOHCS8025L1Z5,8.6,570122.1,653902,3876067,9441570,182479,9437413,1,3,71%,54%,7,SMA-2,False,79%,Legacy,27,155918,Clean,36%,3.89%,2
